Label,EmailText
ham,"Hey, are we meeting later today? now"
ham,Call me when you are free. 
ham,I'll reach office by 10am. call
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. !!!
ham,Did you finish the project presentation? now
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. pls"
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,Don't forget to buy groceries on your way home. pls
ham,Let's have lunch tomorrow at 1 pm. 
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
ham,Call me when you are free. reply
ham,Let's have lunch tomorrow at 1 pm. ok
ham,I'll reach office by 10am. urgent
ham,Don't forget to buy groceries on your way home. ok
ham,I'll reach office by 10am. ok
ham,Did you finish the project presentation? pls
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. reply"
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. now"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. !!!"
ham,Can you send me the report by evening? reply
ham,See you at the gym later! reply
ham,Can you send me the report by evening? 
ham,Call me when you are free. ok
ham,I'll reach office by 10am. !!!
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. !!!
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. now
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. pls
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! pls"
ham,Meeting got postponed to next week. pls
ham,Meeting got postponed to next week. urgent
ham,Don't forget to buy groceries on your way home. call
ham,Please find the attached document for your review. call
ham,See you at the gym later! call
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. !!!
ham,Please find the attached document for your review. reply
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! pls"
ham,Don't forget to buy groceries on your way home. urgent
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. ok"
ham,I'll reach office by 10am. ok
ham,Don't forget to buy groceries on your way home. ok
ham,"Hey, are we meeting later today? reply"
ham,Call me when you are free. now
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. "
ham,Meeting got postponed to next week. pls
ham,Call me when you are free. urgent
ham,Did you finish the project presentation? call
ham,Did you finish the project presentation? pls
ham,Please find the attached document for your review. 
spam,"You have won a lottery of $10,000! Send your details immediately to claim. !!!"
spam,WINNER!! As a valued customer you have been selected for a £900 reward! ok
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. urgent
ham,Don't forget to buy groceries on your way home. urgent
ham,Did you finish the project presentation? now
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. now"
ham,I'll reach office by 10am. ok
ham,Meeting got postponed to next week. now
ham,I'll reach office by 10am. !!!
ham,Meeting got postponed to next week. pls
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. reply
ham,Let's have lunch tomorrow at 1 pm. now
spam,"You have won a lottery of $10,000! Send your details immediately to claim. reply"
ham,Meeting got postponed to next week. call
ham,Don't forget to buy groceries on your way home. call
ham,"Hey, are we meeting later today? reply"
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. ok
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! reply"
ham,Call me when you are free. reply
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,I'll reach office by 10am. call
ham,Please find the attached document for your review. urgent
ham,Let's have lunch tomorrow at 1 pm. ok
ham,Call me when you are free. urgent
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. now"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. "
ham,"Hey, are we meeting later today? ok"
ham,Please find the attached document for your review. now
ham,Call me when you are free. urgent
ham,Can you send me the report by evening? urgent
ham,Call me when you are free. pls
ham,Meeting got postponed to next week. reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. ok
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. call
ham,Call me when you are free. !!!
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! call"
ham,I'll reach office by 10am. call
ham,See you at the gym later! urgent
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. !!!
ham,Let's have lunch tomorrow at 1 pm. pls
ham,Did you finish the project presentation? urgent
ham,Meeting got postponed to next week. 
ham,Don't forget to buy groceries on your way home. call
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. urgent
ham,Can you send me the report by evening? call
ham,Please find the attached document for your review. ok
ham,Did you finish the project presentation? now
ham,Don't forget to buy groceries on your way home. call
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! urgent"
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! reply"
ham,Let's have lunch tomorrow at 1 pm. urgent
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. reply
ham,Call me when you are free. call
ham,Can you send me the report by evening? ok
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
ham,Please find the attached document for your review. !!!
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. reply
ham,"Hey, are we meeting later today? pls"
ham,See you at the gym later! pls
ham,Call me when you are free. urgent
ham,Let's have lunch tomorrow at 1 pm. reply
ham,Did you finish the project presentation? now
ham,Can you send me the report by evening? pls
ham,Please find the attached document for your review. urgent
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. 
ham,See you at the gym later! call
ham,See you at the gym later! pls
ham,Call me when you are free. pls
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. ok
ham,Call me when you are free. 
ham,Call me when you are free. urgent
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. call"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. !!!"
ham,I'll reach office by 10am. call
ham,Can you send me the report by evening? urgent
ham,Call me when you are free. now
ham,Call me when you are free. ok
ham,Meeting got postponed to next week. call
ham,Did you finish the project presentation? ok
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. reply
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. urgent
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. pls"
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. ok
ham,Please find the attached document for your review. now
ham,"Hey, are we meeting later today? call"
ham,Don't forget to buy groceries on your way home. !!!
spam,"You have won a lottery of $10,000! Send your details immediately to claim. reply"
ham,Can you send me the report by evening? !!!
ham,Did you finish the project presentation? ok
ham,Did you finish the project presentation? now
ham,Call me when you are free. reply
spam,"You have won a lottery of $10,000! Send your details immediately to claim. ok"
ham,Did you finish the project presentation? call
spam,"You have won a lottery of $10,000! Send your details immediately to claim. pls"
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. now
spam,"You have won a lottery of $10,000! Send your details immediately to claim. ok"
ham,Did you finish the project presentation? 
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! urgent"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. call"
spam,WINNER!! As a valued customer you have been selected for a £900 reward! 
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! call"
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. reply
ham,Meeting got postponed to next week. ok
spam,WINNER!! As a valued customer you have been selected for a £900 reward! now
ham,Can you send me the report by evening? call
ham,Call me when you are free. pls
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. now
ham,Call me when you are free. 
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! call"
ham,Let's have lunch tomorrow at 1 pm. reply
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. !!!"
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. reply"
ham,Don't forget to buy groceries on your way home. ok
ham,Did you finish the project presentation? urgent
ham,Meeting got postponed to next week. pls
ham,Meeting got postponed to next week. ok
ham,I'll reach office by 10am. urgent
ham,"Hey, are we meeting later today? call"
ham,Meeting got postponed to next week. !!!
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! call"
ham,"Hey, are we meeting later today? reply"
ham,Can you send me the report by evening? ok
